timestamp,ax,ay,az,gx,gy,gz
1781258402.2,-0.0028,-0.0344,1.0401,-0.0198,-0.0249,0.0009
1781258402.25,0.0106,0.0382,1.0173,-0.0181,-0.0285,-0.0153
1781258402.3,0.0673,-0.03,1.0811,0.0208,0.0057,-0.0079
1781258402.35,0.1207,0.0832,1.1164,-0.0014,0.0395,0.0161
1781258402.4,0.1395,0.1073,1.2943,0.0563,0.0237,0.0495
1781258402.45,0.2914,0.1166,1.3651,0.0598,0.0386,0.0285
1781258402.5,0.1561,0.096,1.2611,0.0135,-0.0074,0.0096
1781258402.55,0.1012,0.039,1.1514,0.0304,-0.0141,0.0095
1781258402.6,0.0649,-0.0139,1.125,0.0207,0.0274,0.0234
1781258402.65,-0.0096,-0.0178,1.0353,-0.0049,0.0149,0.0028
1781258402.7,0.0083,-0.0337,0.9529,0.0107,-0.0057,-0.0201
1781258402.75,-0.0026,0.0147,0.9894,-0.0284,0.0086,-0.0219
1781258402.8,-0.0031,-0.0145,0.9827,-0.0073,0.0151,0.0199
1781258402.85,-0.0198,-0.0577,1.05,0.009,0.0169,0.0091
1781258402.9,0.0203,-0.0361,0.9652,0.0102,0.0038,-0.0169
1781258402.95,0.016,-0.0399,1.0248,0.0192,0.0279,-0.0235
1781258403.0,-0.0379,0.0213,0.9897,-0.0254,0.0114,0.0076
1781258403.05,0.0218,0.012,1.0484,-0.0092,-0.0043,-0.0078
1781258403.1,0.0005,0.0419,0.9606,0.0081,0.0197,0.0124
1781258403.15,-0.0052,0.0559,1.0308,-0.001,-0.0039,0.0139
1781258403.2,-0.0185,0.0397,1.0382,-0.0021,0.0066,-0.0073
1781258403.25,-0.0377,-0.0382,1.0298,0.0228,0.0121,-0.0134
1781258403.3,-0.0392,-0.0497,0.9989,0.0114,0.0088,-0.0006
1781258403.35,0.0234,-0.0334,0.9806,-0.0016,0.0019,-0.0045
1781258403.4,0.0197,0.0243,0.9751,-0.0184,-0.0228,0.0022
1781258403.45,0.021,-0.034,1.0225,0.0015,-0.013,-0.024
1781258403.5,-0.0245,-0.0385,1.0034,0.0285,0.0032,0.0118
1781258403.55,-0.0299,-0.0011,1.0074,-0.0036,-0.0189,-0.0269
1781258403.6,0.0353,0.0387,0.9574,-0.0268,-0.021,0.0038
1781258403.65,-0.0157,-0.0458,1.0106,-0.0165,0.0014,-0.003
1781258403.7,-0.0046,0.0588,1.0121,0.0144,0.0269,-0.0175
1781258403.75,-0.0231,-0.0412,0.9575,-0.003,0.0056,-0.0125
1781258403.8,-0.0215,0.0244,1.0187,0.0173,0.0075,0.0097
1781258403.85,0.0347,0.0053,1.0408,-0.0257,-0.02,-0.0115
1781258403.9,0.0199,-0.0254,1.0189,0.0266,0.0,-0.0004
1781258403.95,-0.0336,-0.0082,0.975,0.0277,0.0202,0.0045
1781258404.0,0.0361,0.0207,0.954,-0.0018,0.0091,0.025
1781258404.05,0.0068,-0.001,0.9848,0.0102,0.0215,-0.0102
1781258404.1,0.0155,0.0534,1.005,-0.0111,-0.0106,0.0282
1781258404.15,-0.0077,0.0586,1.0043,-0.0187,-0.0083,0.0154
1781258404.2,0.01,-0.0356,1.0428,0.0119,-0.0227,0.0284
1781258404.25,0.0087,-0.041,1.0052,0.0295,0.0248,-0.0023
1781258404.3,0.4408,0.1758,1.4894,0.0816,0.0698,0.0359
1781258404.35,0.8365,0.3598,2.3539,0.1096,0.0994,0.0974
1781258404.4,1.3291,0.4329,2.7152,0.2144,0.1224,0.1327
1781258404.45,1.6489,0.639,3.0049,0.2273,0.1758,0.2093
1781258404.5,1.3719,0.4817,2.9491,0.1777,0.1328,0.173
1781258404.55,0.8983,0.2524,2.3282,0.1455,0.0784,0.1041
1781258404.6,0.4544,0.1588,1.5102,0.0897,0.0313,0.0628
1781258404.65,0.012,0.0423,0.988,0.0131,0.0156,0.0223
1781258404.7,-0.0371,0.0157,1.0497,-0.004,-0.0241,0.008
1781258404.75,0.0298,0.0233,0.9546,-0.0124,-0.0075,-0.0213
1781258404.8,0.0025,0.0351,0.9579,0.0072,-0.0156,0.0248
1781258404.85,-0.0286,-0.0295,0.9509,0.0241,0.0107,-0.0205
1781258404.9,-0.0047,0.0105,0.9924,0.0207,-0.018,-0.0069
1781258404.95,-0.0013,0.0086,1.0493,0.0287,0.0095,-0.0135
1781258405.0,0.0053,0.0294,1.0106,0.0242,-0.0128,0.0179
1781258405.05,-0.0118,0.0145,1.0221,0.0203,0.0077,0.0242
1781258405.1,0.0117,-0.0071,1.0232,-0.0123,0.0148,-0.0195
1781258405.15,-0.0294,0.0566,1.0413,-0.0146,0.0195,-0.0011
1781258405.2,0.0245,-0.0194,1.0463,0.028,0.0216,0.0135
1781258405.25,0.0384,0.0366,1.0291,0.0022,-0.0027,0.0104
1781258405.3,0.4224,0.223,1.403,0.0285,0.0611,0.0512
1781258405.35,0.7677,0.2941,1.9617,0.1085,0.0544,0.1218
1781258405.4,1.1788,0.4895,2.4656,0.1812,0.1286,0.1693
1781258405.45,1.7,0.4962,3.0006,0.2225,0.1791,0.162
1781258405.5,1.1673,0.5829,2.6471,0.1737,0.1427,0.134
1781258405.55,0.7191,0.3058,2.1081,0.1225,0.0818,0.0663
1781258405.6,0.3927,0.1037,1.5404,0.0394,0.021,0.0697
1781258405.65,-0.0137,0.0481,1.0358,-0.0222,-0.015,-0.0195
1781258405.7,0.0129,-0.0582,0.9738,-0.0195,-0.0269,0.0145
1781258405.75,0.0021,-0.0029,1.0013,0.0002,0.0267,-0.0274
1781258405.8,0.0227,0.0026,1.0464,-0.0013,-0.0059,0.0112
1781258405.85,-0.0008,-0.0512,1.0108,-0.0135,0.008,0.0029
1781258405.9,-0.014,0.0037,1.0105,0.0121,0.0212,0.0091
1781258405.95,0.0215,-0.0342,0.9728,-0.0028,-0.005,-0.0243
1781258406.0,-0.0059,-0.0151,1.0423,0.0199,-0.0244,-0.0242
1781258406.05,0.0249,0.0104,0.983,-0.0088,0.0099,0.015
1781258406.1,0.0294,0.0562,0.9852,-0.0172,0.0094,-0.0165
1781258406.15,-0.0313,-0.0159,1.0074,0.0207,0.0285,0.0191
1781258406.2,0.0091,-0.0568,1.0329,-0.0192,0.0122,-0.0115
1781258406.25,-0.0128,0.0444,0.9901,0.008,-0.0282,0.0148
1781258406.3,-0.0228,-0.0191,1.0222,0.0041,-0.0249,-0.0268
1781258406.35,-0.0274,0.0209,1.0162,-0.0035,-0.0136,0.0153
1781258406.4,-0.0309,-0.026,0.9987,-0.0273,-0.0063,0.006
1781258406.45,-0.0394,-0.0347,0.9756,-0.0295,0.0148,-0.0195
1781258406.5,-0.0096,0.0,1.0306,0.0217,-0.0275,-0.0289
1781258406.55,0.0337,0.0091,1.0209,-0.0231,-0.0287,-0.0105
1781258406.6,0.0241,0.0398,0.9588,-0.0154,0.0053,0.0014
1781258406.65,-0.0083,-0.0193,0.9668,-0.0232,0.0006,0.0244
1781258406.7,-0.012,0.0383,0.9736,-0.0182,0.0061,0.0156
1781258406.75,0.0124,0.0327,1.0254,-0.0031,0.0254,0.0039
1781258406.8,0.0108,0.0437,0.9651,-0.0035,-0.0118,-0.0135
1781258406.85,-0.0355,-0.0228,0.9557,-0.0254,0.0219,0.0213
1781258406.9,0.0092,-0.0045,1.0292,-0.003,0.0186,0.0091
1781258406.95,-0.0143,-0.0419,0.9604,-0.0094,0.0129,0.0003
1781258407.0,-0.0262,-0.0075,1.0023,-0.0076,-0.013,-0.0055
1781258407.05,0.0078,0.0177,0.9595,-0.013,0.0134,0.0094
1781258407.1,0.0325,-0.02,0.9641,0.0281,0.0119,-0.0065
1781258407.15,0.0076,-0.0229,1.0292,0.0102,0.0197,0.0143
1781258407.2,0.0148,0.0175,0.9862,-0.0192,-0.0171,0.0269
1781258407.25,-0.0011,-0.0435,1.0344,0.0163,0.0201,0.023
1781258407.3,-0.037,0.032,0.9877,0.0199,0.0163,0.0185
1781258407.35,-0.0268,-0.0107,0.9738,-0.0129,0.0149,-0.0031
1781258407.4,0.0027,0.037,1.0335,0.0268,0.0291,-0.0023
1781258407.45,-0.0175,0.0033,1.0317,-0.0217,-0.015,0.0085
1781258407.5,0.0299,-0.0477,1.0351,0.0158,-0.0136,0.0243
1781258407.55,-0.0282,0.0536,0.9951,-0.0284,-0.0268,0.0001
1781258407.6,-0.0211,-0.015,1.0431,0.009,0.0175,-0.0217
1781258407.65,-0.017,0.0235,1.0206,-0.0297,-0.0252,-0.0146
1781258407.7,0.0268,0.0273,0.9611,-0.0119,-0.0271,-0.0048
1781258407.75,0.0235,-0.0467,1.0097,0.0009,-0.0155,-0.0214
1781258407.8,-0.0057,-0.0311,1.0164,0.0285,-0.0259,0.0016
1781258407.85,0.0006,0.0065,0.997,0.0289,-0.0148,-0.029
1781258407.9,0.0231,0.028,1.0272,-0.01,-0.0273,0.0028
1781258407.95,0.0251,0.0335,1.0195,0.0187,-0.0262,0.0166
1781258408.0,-0.0034,-0.0547,0.9542,0.0009,0.0293,0.0026
1781258408.05,0.0203,-0.0172,1.0366,-0.0225,-0.0079,0.0234
1781258408.1,0.0195,-0.0136,0.9996,0.0255,0.0012,0.0181
1781258408.15,0.0182,0.0123,1.0045,-0.0252,0.0097,-0.0116
1781258408.2,0.0082,0.0228,0.9542,-0.0088,0.0299,-0.0135
1781258408.25,0.0384,-0.051,0.9863,0.0108,0.0272,-0.0214
1781258408.3,0.5248,0.0656,1.5995,0.0612,0.0495,0.0632
1781258408.35,1.0924,0.3857,2.2547,0.1304,0.1,0.0987
1781258408.4,1.4988,0.4732,2.6213,0.1904,0.1333,0.2004
1781258408.45,2.1212,0.5097,3.4312,0.2969,0.1787,0.2028
1781258408.5,1.5893,0.4382,2.8395,0.2282,0.1576,0.1833
1781258408.55,1.0273,0.3785,2.0002,0.1148,0.1084,0.0853
1781258408.6,0.4642,0.2129,1.4937,0.0568,0.0755,0.07
1781258408.65,0.0021,0.0388,1.0472,-0.003,0.0108,-0.0093
1781258408.7,0.0302,0.0168,1.0466,0.0246,-0.0267,-0.0226
1781258408.75,-0.0278,-0.0213,0.9846,0.0237,0.0208,-0.015
1781258408.8,0.0108,-0.045,1.0033,-0.0199,0.0265,-0.0207
1781258408.85,0.0127,0.0126,1.0064,-0.0283,-0.0273,0.0085
1781258408.9,0.0061,0.032,1.0139,0.0076,-0.0126,0.0274
1781258408.95,-0.0014,0.0222,0.9573,-0.0036,-0.0009,-0.0178
1781258409.0,0.0085,0.0262,1.0361,-0.0222,-0.0078,0.0037
1781258409.05,-0.0027,-0.0302,0.979,0.0069,-0.0151,0.0219
1781258409.1,-0.0272,0.0093,1.0263,0.0009,-0.0001,-0.0115
1781258409.15,-0.0381,0.0007,0.9715,-0.027,-0.0003,0.0229
1781258409.2,0.0123,0.0044,0.9931,0.0137,0.0158,-0.008
1781258409.25,-0.008,-0.0366,0.9574,0.0159,-0.0132,0.0293
1781258409.3,0.0144,0.057,1.0295,0.0263,0.0153,-0.0181
1781258409.35,0.0007,-0.0546,0.9833,-0.0026,0.0064,0.0009
1781258409.4,-0.0138,-0.0405,1.0239,-0.0098,0.0197,0.0019
1781258409.45,0.0167,0.0379,1.0174,0.005,0.0178,0.0135
1781258409.5,0.015,-0.003,1.0283,0.0047,0.0133,0.005
1781258409.55,-0.0264,0.0144,0.9648,-0.0281,0.0269,-0.0234
1781258409.6,-0.0385,-0.0418,0.991,0.0252,0.0224,0.0142
1781258409.65,-0.035,-0.0351,1.0162,-0.0112,-0.0196,0.0247
1781258409.7,-0.0126,0.0326,1.0143,0.0066,-0.0185,-0.0152
1781258409.75,0.0046,0.0567,0.9789,0.0123,-0.011,-0.0091
1781258409.8,0.0347,-0.0272,1.0177,0.0288,0.0191,0.0273
1781258409.85,0.0244,-0.0255,0.9846,-0.0146,-0.0013,-0.0179
1781258409.9,0.0031,0.0235,1.0116,-0.0155,0.0102,0.0019
1781258409.95,0.011,-0.0104,0.9601,-0.0297,0.003,0.0257
1781258410.0,-0.0074,0.0454,0.9699,-0.0107,0.0088,0.0245
1781258410.05,0.0059,0.0268,1.0413,0.0229,-0.0195,0.0252
1781258410.1,0.0398,-0.0006,1.0462,0.0226,-0.0294,0.0041
1781258410.15,-0.0314,-0.0259,1.0043,0.0263,0.0211,-0.0019
1781258410.2,-0.0246,-0.0405,0.9757,0.0142,0.0174,0.0041
1781258410.25,0.0206,0.0427,1.0327,-0.0248,0.0102,-0.0189
1781258410.3,-0.0288,-0.0302,0.9736,0.0272,-0.0119,0.0134
1781258410.35,-0.0391,0.0231,0.9618,-0.0057,0.0002,0.0237
1781258410.4,0.0163,-0.0459,0.9795,-0.0169,-0.022,-0.0208
1781258410.45,0.0198,-0.0101,0.9971,0.0098,-0.0169,-0.0152
1781258410.5,0.0204,-0.0502,1.0204,0.0039,-0.0263,0.0029
1781258410.55,0.0004,-0.042,1.002,-0.0177,0.005,-0.0245
1781258410.6,0.0008,-0.0056,0.9957,-0.0023,0.0184,0.0134
1781258410.65,-0.0083,0.0295,0.9545,-0.0262,0.0296,0.0261
1781258410.7,-0.0345,-0.0562,1.0269,0.0287,0.0088,-0.0048
1781258410.75,0.0394,0.0444,0.9876,0.0097,0.0024,0.0092
1781258410.8,-0.0122,0.0045,1.0228,-0.0298,-0.0286,-0.0121
1781258410.85,0.0139,0.0038,0.9748,-0.0135,0.0262,0.0135
1781258410.9,-0.031,-0.0097,1.0384,-0.0176,-0.0239,-0.028
1781258410.95,0.0078,-0.0542,0.9902,-0.017,0.0218,-0.0266
1781258411.0,0.0003,0.0379,0.9819,0.0104,-0.0108,-0.0119
1781258411.05,0.0128,-0.0239,1.0449,0.0247,0.0076,-0.0044
1781258411.1,-0.0004,0.053,1.0286,-0.005,-0.021,-0.0074
1781258411.15,0.0204,0.0419,1.0208,0.0249,0.0037,0.0281
1781258411.2,0.0046,-0.0309,1.0147,0.0208,-0.0245,0.0135
1781258411.25,-0.0248,0.0208,1.0374,0.0157,0.0135,0.0035
1781258411.3,0.335,0.1218,1.4318,0.0712,0.006,0.0662
1781258411.35,0.5625,0.1872,1.8457,0.1035,0.0508,0.0745
1781258411.4,0.84,0.3272,2.4275,0.1287,0.1074,0.1336
1781258411.45,1.1777,0.3617,2.3363,0.2001,0.1207,0.1401
1781258411.5,0.8413,0.3843,2.2686,0.1416,0.0724,0.128
1781258411.55,0.671,0.1683,1.6782,0.1002,0.0573,0.0975
1781258411.6,0.3202,0.022,1.5165,0.0536,0.0449,0.031
1781258411.65,0.0274,0.0249,1.0006,0.0071,0.01,0.007
1781258411.7,-0.0013,-0.0592,0.9512,-0.0135,0.0286,-0.029
1781258411.75,0.0251,0.0367,0.9607,-0.0211,-0.0185,0.0016
1781258411.8,0.0252,-0.0124,0.9906,0.0294,-0.0164,0.011
1781258411.85,0.0278,0.043,0.9594,0.0032,-0.0266,-0.0294
1781258411.9,-0.0263,-0.0079,1.0066,-0.0243,0.0017,-0.0274
1781258411.95,-0.0231,0.0465,0.9547,0.0255,0.024,0.0038
1781258412.0,-0.0374,-0.0223,1.0087,0.0128,-0.0061,-0.0254
1781258412.05,-0.0208,-0.0133,0.9832,-0.0216,0.0293,0.0134
1781258412.1,0.0001,-0.0536,1.0339,0.0161,0.0273,-0.0062
1781258412.15,0.0219,-0.0272,0.9991,0.0265,-0.0041,0.0108
1781258412.2,0.0129,0.0142,1.0213,-0.0207,0.0127,0.008
1781258412.25,0.0192,-0.0472,0.9808,-0.0138,-0.022,-0.0188
1781258412.3,-0.0041,-0.011,0.9854,0.0059,-0.0105,-0.0069
1781258412.35,-0.0167,-0.0498,1.0405,0.0043,-0.0198,-0.0072
1781258412.4,-0.0289,-0.0008,0.9935,-0.0009,-0.0254,-0.0149
1781258412.45,-0.0203,0.0113,0.9607,0.0269,-0.0101,0.0072
1781258412.5,0.0243,-0.0198,1.036,-0.0218,-0.0108,0.0268
1781258412.55,-0.0239,0.0557,0.9791,-0.0005,0.0046,-0.0155
1781258412.6,-0.0099,-0.0128,1.0064,0.0027,0.0109,0.003
1781258412.65,0.0362,0.025,0.9791,0.0191,0.0177,-0.0055
1781258412.7,-0.0001,-0.031,1.0215,-0.0256,0.0294,-0.0012
1781258412.75,-0.0079,0.0504,1.0044,-0.0084,0.0237,0.0022
1781258412.8,0.0111,0.0323,0.9855,-0.0273,0.029,0.0106
1781258412.85,-0.008,0.0559,0.9511,0.0006,0.0011,0.0048
1781258412.9,0.006,-0.0131,1.0089,-0.0093,-0.0285,-0.0237
1781258412.95,-0.0067,-0.0461,0.9642,-0.0027,-0.0176,-0.001
1781258413.0,-0.0019,0.0236,0.98,-0.0231,0.021,0.0089
1781258413.05,-0.0269,-0.0307,0.966,0.0275,-0.0161,-0.0057
1781258413.1,-0.0252,-0.0081,1.0114,0.0055,-0.0067,0.0123
1781258413.15,-0.0235,0.037,0.9602,-0.0188,-0.0104,-0.0025
1781258413.2,-0.019,0.0033,1.0097,0.0052,-0.0091,0.0207
1781258413.25,0.0094,0.0247,1.0114,-0.022,-0.0229,-0.0117
1781258413.3,-0.0254,0.0013,0.9638,-0.0189,0.0081,0.0116
1781258413.35,0.0116,0.0066,0.964,-0.0029,-0.0268,-0.0085
1781258413.4,-0.0392,0.0378,1.0005,0.0111,-0.0051,0.0204
1781258413.45,-0.0009,-0.0563,0.9792,0.0023,-0.0199,-0.0026
1781258413.5,0.0194,0.006,0.9614,0.0194,-0.008,0.0194
1781258413.55,-0.0367,0.0056,0.9602,0.0151,-0.0121,0.03
1781258413.6,-0.004,0.038,1.0494,-0.0158,0.0186,0.0053
1781258413.65,-0.0119,0.0159,0.9639,-0.0176,-0.0264,-0.009
1781258413.7,-0.0175,-0.0212,0.9789,0.0215,0.0291,0.0108
1781258413.75,-0.0324,0.0343,1.0492,-0.0224,0.022,-0.015
1781258413.8,0.0169,0.0314,0.9989,-0.0139,-0.0051,-0.0029
1781258413.85,0.0107,-0.0488,0.9778,-0.0079,0.027,-0.0104
1781258413.9,-0.0398,0.0279,0.9958,-0.0085,-0.0262,0.0021
1781258413.95,-0.0226,-0.0346,1.0328,0.0047,0.004,-0.0009
1781258414.0,-0.0125,-0.0542,1.0284,-0.0225,0.0215,-0.0035
1781258414.05,0.0366,0.0226,1.015,0.026,-0.0136,0.0093
1781258414.1,-0.02,0.0485,0.9896,0.012,-0.016,0.0093
1781258414.15,0.0163,-0.0028,0.9726,-0.0294,0.0117,0.019
1781258414.2,0.0391,-0.0441,0.9883,-0.0239,-0.0112,0.0229
1781258414.25,-0.029,0.0304,1.0493,0.0018,-0.0295,0.009
1781258414.3,-0.0048,0.0154,0.9912,0.0216,-0.0248,-0.024
1781258414.35,0.0202,-0.0139,0.9815,-0.0134,-0.0249,0.0032
1781258414.4,0.008,0.0335,1.0348,-0.0119,0.0011,0.0006
1781258414.45,0.0198,-0.0535,1.0455,-0.0232,-0.0,0.0056
1781258414.5,0.0023,0.0584,0.9632,0.0041,-0.0081,0.011
1781258414.55,0.021,0.0324,0.9568,-0.0276,-0.0264,0.0174
1781258414.6,0.0005,0.0001,1.0202,0.0022,0.007,-0.0134
1781258414.65,-0.0152,-0.0356,1.0036,0.0081,0.0201,0.0109
1781258414.7,-0.0347,0.0276,0.9558,-0.0039,-0.0028,0.0065
1781258414.75,-0.0153,0.0289,1.0208,-0.0202,0.0272,0.0014
1781258414.8,0.0226,-0.04,1.0281,0.0232,0.0163,-0.0282
1781258414.85,0.0246,-0.0523,1.0077,-0.0027,-0.0084,-0.0
1781258414.9,0.0054,-0.0294,1.0074,-0.0163,0.0005,-0.0274
1781258414.95,0.029,-0.0034,0.965,0.0214,0.0032,0.0248
1781258415.0,0.0193,-0.0214,1.022,-0.0253,-0.0076,0.0001
1781258415.05,-0.0257,0.0578,0.9569,-0.0131,0.0207,-0.0104
1781258415.1,0.0042,-0.0359,0.9804,-0.0022,0.0055,-0.0004
1781258415.15,0.0218,0.0481,0.9745,-0.0054,-0.016,-0.0092
1781258415.2,0.0272,0.0541,1.0157,0.0136,-0.0238,0.0018
1781258415.25,-0.0209,-0.0528,1.0212,0.0253,0.0238,0.0012
1781258415.3,0.0667,0.0705,1.0142,0.0267,-0.0205,0.0103
1781258415.35,0.1137,-0.0001,1.1376,0.027,0.0241,0.0016
1781258415.4,0.1201,0.0311,1.1748,0.0024,0.013,0.0131
1781258415.45,0.2408,0.0303,1.1933,0.0095,0.0312,0.0446
1781258415.5,0.1526,0.0901,1.1352,0.0138,0.0158,0.0294
1781258415.55,0.1005,-0.0212,1.1476,-0.0,0.0077,0.0307
1781258415.6,0.0164,0.0644,1.0419,-0.0002,0.0128,0.0149
1781258415.65,0.0066,0.0375,0.9564,-0.0034,-0.0223,0.0243
1781258415.7,0.0263,-0.0549,0.9668,0.0193,-0.0063,-0.0282
1781258415.75,0.0147,-0.0342,0.978,-0.0279,0.0072,-0.0153
1781258415.8,-0.0164,0.0061,0.978,-0.018,0.0231,0.0015
1781258415.85,0.0105,0.0354,1.0282,0.0027,-0.0009,0.0248
1781258415.9,0.0002,-0.0384,0.9719,0.0167,-0.0265,0.0295
1781258415.95,0.0024,0.06,0.96,-0.014,0.019,0.025
1781258416.0,-0.0355,-0.0337,1.0297,0.0204,0.0207,-0.0194
1781258416.05,0.0245,0.0497,1.0201,0.0038,0.0038,-0.0187
1781258416.1,0.039,-0.0009,0.999,-0.016,-0.0169,0.0016
1781258416.15,-0.0399,-0.0358,1.0217,0.0207,-0.0106,-0.0287
1781258416.2,0.0069,0.0329,1.0361,-0.0076,0.0265,-0.0063
1781258416.25,-0.0319,-0.0436,1.0449,0.0276,0.009,-0.0195
1781258416.3,0.0375,0.0515,0.9723,-0.0195,-0.0116,0.0113
1781258416.35,-0.0298,0.0539,0.9892,0.0279,-0.0281,0.0061
1781258416.4,0.0337,-0.0335,1.0437,0.0147,-0.0157,0.0289
1781258416.45,-0.0266,-0.0494,1.0139,-0.0032,-0.0141,-0.015
1781258416.5,-0.0346,-0.047,0.9886,0.0281,0.0231,-0.0004
1781258416.55,-0.0097,-0.0478,1.0364,0.0112,-0.0202,-0.0256
1781258416.6,0.0277,-0.0218,0.9574,-0.0075,0.0139,0.0028
1781258416.65,0.0318,0.0113,0.9983,0.0265,-0.0201,0.0234
1781258416.7,-0.0274,-0.0353,1.0197,0.0138,-0.0141,-0.0131
1781258416.75,-0.021,0.0086,0.9654,-0.0043,-0.0123,0.0097
1781258416.8,0.008,-0.0569,0.9792,0.0206,-0.0115,-0.0062
1781258416.85,-0.0009,-0.0491,0.9685,-0.0078,-0.0033,-0.0142
1781258416.9,-0.0028,-0.0278,1.0252,-0.0249,-0.0094,0.0025
1781258416.95,0.0377,0.0064,1.0318,0.0021,0.022,-0.0015
1781258417.0,0.0305,-0.0505,1.0214,0.024,0.018,0.0107
1781258417.05,-0.0304,-0.0393,1.0472,-0.0224,-0.0046,0.0293
1781258417.1,-0.0052,0.0153,0.9758,0.0249,-0.026,-0.0067
1781258417.15,-0.0082,-0.0269,1.0373,0.0074,0.0014,-0.0048
1781258417.2,-0.0068,0.0106,1.044,0.0038,-0.0239,-0.0128
1781258417.25,0.0029,-0.0107,0.9986,-0.0278,-0.0135,-0.0214
1781258417.3,0.3854,0.1053,1.3797,0.0657,0.0593,0.0663
1781258417.35,0.7404,0.194,2.0105,0.0779,0.0901,0.0631
1781258417.4,1.0915,0.3628,2.4726,0.1343,0.0847,0.1469
1781258417.45,1.5531,0.6632,2.5129,0.1927,0.1364,0.1481
1781258417.5,1.2152,0.2476,2.6509,0.138,0.0994,0.1526
1781258417.55,0.6843,0.2947,1.7525,0.0738,0.0603,0.0906
1781258417.6,0.369,0.1252,1.5192,0.0659,0.0453,0.0296
1781258417.65,-0.0091,0.0087,1.0357,0.0107,-0.0139,-0.0054
1781258417.7,-0.0384,0.0321,1.0412,0.0061,-0.0295,-0.0149
1781258417.75,0.0244,0.056,0.9924,-0.0091,-0.0149,-0.002
1781258417.8,0.0142,-0.0123,1.0012,0.0206,-0.0075,0.0088
1781258417.85,0.0087,-0.047,1.0488,0.0217,-0.0143,0.0127
1781258417.9,0.0314,-0.042,1.04,0.0181,0.006,0.0096
1781258417.95,0.0145,0.0186,0.9759,-0.0067,-0.0279,0.0125
1781258418.0,0.0058,0.0272,1.0035,0.0244,0.0103,0.0004
